"HumanDecision","AllowedDecisions","Directory","FileCount","ProposedAuthority","ExecutionStatus","Reason","ProposedActions","RiskLevels","TargetZones","ExampleFiles","HumanNotes"
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\Ai_Os","2","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","REVIEW_DUPLICATE_WORKING_COPY | DELETE_CANDIDATE_AFTER_BACKUP","MEDIUM | LOW","DESKTOP_WORKING_COPY | WINDOWS_METADATA","deploy.zip | desktop.ini",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\Ai_Os\apps\dashboard\public","2","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","REVIEW_DUPLICATE_WORKING_COPY","MEDIUM","DESKTOP_WORKING_COPY","favicon.svg | icons.svg",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\backtest results\Reports\may 2026\AAR","1","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","KEEP_READ_ONLY_ARCHIVE","MEDIUM","BACKUP_ARCHIVE","AAR_AI_OS_Consolidation_2026-05-02.md",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\backtest results\Reports\may 2026\SITREP","1","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","KEEP_READ_ONLY_ARCHIVE","MEDIUM","BACKUP_ARCHIVE","SITREP_AI_OS_Consolidation_2026-05-02.md",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\backups","1","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","KEEP_READ_ONLY_ARCHIVE","MEDIUM","BACKUP_ARCHIVE","TradingEngineV1.zip",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\daily-progress\AAR","1","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","KEEP_READ_ONLY_ARCHIVE","MEDIUM","BACKUP_ARCHIVE","AAR_AI_OS_Consolidation_2026-05-02.md",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\control\MarkDown","1","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","KEEP_READ_ONLY_ARCHIVE","MEDIUM","BACKUP_ARCHIVE","README[5.2.26].md",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\control\EOD prompt","1","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","KEEP_READ_ONLY_ARCHIVE","MEDIUM","BACKUP_ARCHIVE","AI-OS_EOD_PROMPT.md",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\Ai_Os\internal\source-artifacts\txt","1","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","REVIEW_DUPLICATE_WORKING_COPY","MEDIUM","DESKTOP_WORKING_COPY","folderUse.txt",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\Ai_Os\agent\runtime","1","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","REVIEW_DUPLICATE_WORKING_COPY","MEDIUM","DESKTOP_WORKING_COPY","README.md",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\Ai_Os\automation\pipeline","1","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","REVIEW_DUPLICATE_WORKING_COPY","MEDIUM","DESKTOP_WORKING_COPY","README.md",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\Ai_Os\.azure","1","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","KEEP_PRIVATE_DO_NOT_UPLOAD","HIGH","SECRETS_CONFIG","config",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\TradingEngineV1\templates","1","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","KEEP_READ_ONLY_ARCHIVE","MEDIUM","BACKUP_ARCHIVE","dashboard.html",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\FIxesChanges","1","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","KEEP_READ_ONLY_ARCHIVE","MEDIUM","BACKUP_ARCHIVE","DASHBOARD_FIXES.md",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\docs\SITREP","1","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","KEEP_READ_ONLY_ARCHIVE","MEDIUM","BACKUP_ARCHIVE","SITREP_AI_OS_Consolidation_2026-05-02.md",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\scripts","1","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","KEEP_READ_ONLY_ARCHIVE","MEDIUM","BACKUP_ARCHIVE","Ai_Os_Reorganize.ps1",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\TradingEngineV1\.azure","1","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","KEEP_PRIVATE_DO_NOT_UPLOAD","HIGH","SECRETS_CONFIG","config",""
"HOLD","HOLD | KEEP | APPROVE_AS_GITHUB_REPO | APPROVE_AS_ARCHIVE | APPROVE_DUPLICATE_REVIEW | BLOCK_NO_TOUCH | NEEDS_MORE_EVIDENCE","C:\Users\mylab\OneDrive\Desktop\AI-OS-Projec_BACKUP_2_5_2026\scripts\Deployable PS1","1","DUPLICATE_WORKING_COPY_REVIEW","BLOCK_UNTIL_DUPLICATE_REVIEW","Looks like desktop or parallel AI_OS working copy.","KEEP_READ_ONLY_ARCHIVE","MEDIUM","BACKUP_ARCHIVE","deploy_readme.ps1",""
