"Name","FullPath","Directory","Extension","SizeKB","Created","Modified","MatchedKeywords","ActionNeeded","SafetyStatus"
"SITREP_AI_OS_Consolidation_2026-05-02.md","C:\Users\mylab\OneDrive\AI-OS-Project\backtest_results\Reports\may 2026\SITREP\SITREP_AI_OS_Consolidation_2026-05-02.md","C:\Users\mylab\OneDrive\AI-OS-Project\backtest_results\Reports\may 2026\SITREP",".md","6.04","5/2/2026 8:57:32 AM","5/2/2026 8:57:33 AM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AlgoTradez_DailyProgress_2026-05-02.csv","C:\Users\mylab\OneDrive\AI-OS-Project\backtest_results\Reports\may 2026\WEEK 1\AlgoTradez_DailyProgress_2026-05-02.csv","C:\Users\mylab\OneDrive\AI-OS-Project\backtest_results\Reports\may 2026\WEEK 1",".csv","3.2","5/2/2026 4:18:10 PM","5/2/2026 8:57:56 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AlgoTradez_DailyProgress_2026-05-02.xlsx","C:\Users\mylab\OneDrive\AI-OS-Project\backtest_results\Reports\may 2026\WEEK 1\AlgoTradez_DailyProgress_2026-05-02.xlsx","C:\Users\mylab\OneDrive\AI-OS-Project\backtest_results\Reports\may 2026\WEEK 1",".xlsx","9.4","5/2/2026 4:18:10 PM","5/1/2026 9:07:46 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AlgoTradez_DailyReport_2026-05-01.csv","C:\Users\mylab\OneDrive\AI-OS-Project\backtest_results\Reports\may 2026\WEEK 1\AlgoTradez_DailyReport_2026-05-01.csv","C:\Users\mylab\OneDrive\AI-OS-Project\backtest_results\Reports\may 2026\WEEK 1",".csv","2.35","5/2/2026 4:18:10 PM","5/1/2026 1:33:37 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AlgoTradez_Session_Log_2026-04-30-1.xlsx","C:\Users\mylab\OneDrive\AI-OS-Project\backtest_results\Reports\may 2026\WEEK 1\AlgoTradez_Session_Log_2026-04-30-1.xlsx","C:\Users\mylab\OneDrive\AI-OS-Project\backtest_results\Reports\may 2026\WEEK 1",".xlsx","15.07","5/2/2026 4:18:10 PM","5/1/2026 2:23:07 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"TradingEngineV1.zip","C:\Users\mylab\OneDrive\AI-OS-Project\backups\TradingEngineV1.zip","C:\Users\mylab\OneDrive\AI-OS-Project\backups",".zip","10.61","5/2/2026 7:43:16 AM","5/2/2026 7:43:16 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"CODEX_TASK.txt","C:\Users\mylab\OneDrive\AI-OS-Project\CODEX_TASK.txt","C:\Users\mylab\OneDrive\AI-OS-Project",".txt","0.32","5/3/2026 7:57:50 PM","5/3/2026 7:57:50 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AAR_AI_OS_Consolidation_2026-05-02.md","C:\Users\mylab\OneDrive\AI-OS-Project\control\AAR\AAR_AI_OS_Consolidation_2026-05-02.md","C:\Users\mylab\OneDrive\AI-OS-Project\control\AAR",".md","1.64","5/2/2026 8:56:58 AM","5/2/2026 8:56:58 AM","AI_OS; AI-OS; AAR","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AI-OS_MORNING_EXECUTION_PACKET.md","C:\Users\mylab\OneDrive\AI-OS-Project\control\AI-OS_MORNING_EXECUTION_PACKET.md","C:\Users\mylab\OneDrive\AI-OS-Project\control",".md","3.46","5/2/2026 4:49:34 PM","5/2/2026 7:23:54 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"desktop.ini","C:\Users\mylab\OneDrive\AI-OS-Project\control\desktop.ini","C:\Users\mylab\OneDrive\AI-OS-Project\control",".ini","0.08","5/2/2026 7:11:23 PM","5/2/2026 7:11:23 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AI-OS_EOD_PROMPT.md","C:\Users\mylab\OneDrive\AI-OS-Project\control\EOD prompt\AI-OS_EOD_PROMPT.md","C:\Users\mylab\OneDrive\AI-OS-Project\control\EOD prompt",".md","2.06","5/2/2026 7:24:25 PM","5/3/2026 9:25:12 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"README[5.2.26].md","C:\Users\mylab\OneDrive\AI-OS-Project\control\MarkDown\README[5.2.26].md","C:\Users\mylab\OneDrive\AI-OS-Project\control\MarkDown",".md","11.98","5/2/2026 10:22:43 AM","5/2/2026 3:53:12 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AAR_AI_OS_Consolidation_2026-05-02.md","C:\Users\mylab\OneDrive\AI-OS-Project\daily-progress\daily progress\AAR_AI_OS_Consolidation_2026-05-02.md","C:\Users\mylab\OneDrive\AI-OS-Project\daily-progress\daily progress",".md","1.64","5/2/2026 5:04:49 PM","5/2/2026 8:56:58 AM","AI_OS; AI-OS; AAR","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AI-OS_EOD_PROGRESS_LOG.csv.xlsx","C:\Users\mylab\OneDrive\AI-OS-Project\daily-progress\daily progress\AI-OS_EOD_PROGRESS_LOG.csv.xlsx","C:\Users\mylab\OneDrive\AI-OS-Project\daily-progress\daily progress",".xlsx","11.22","5/2/2026 8:03:20 PM","5/2/2026 8:05:00 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AI-OS_EOD_PROGRESS_LOG.xlsx","C:\Users\mylab\OneDrive\AI-OS-Project\daily-progress\daily progress\AI-OS_EOD_PROGRESS_LOG.xlsx","C:\Users\mylab\OneDrive\AI-OS-Project\daily-progress\daily progress",".xlsx","13.99","5/2/2026 8:12:02 PM","5/3/2026 9:20:06 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AlgoTradez_Progress_Apr28_2026.csv","C:\Users\mylab\OneDrive\AI-OS-Project\daily-progress\daily progress\AlgoTradez_Progress_Apr28_2026.csv","C:\Users\mylab\OneDrive\AI-OS-Project\daily-progress\daily progress",".csv","2.02","5/2/2026 4:18:10 PM","4/28/2026 7:38:05 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"desktop.ini","C:\Users\mylab\OneDrive\AI-OS-Project\daily-progress\daily progress\desktop.ini","C:\Users\mylab\OneDrive\AI-OS-Project\daily-progress\daily progress",".ini","0.21","5/2/2026 8:49:51 PM","5/2/2026 8:49:51 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"desktop.ini","C:\Users\mylab\OneDrive\AI-OS-Project\daily-progress\desktop.ini","C:\Users\mylab\OneDrive\AI-OS-Project\daily-progress",".ini","0.21","5/2/2026 7:00:51 PM","5/2/2026 8:47:40 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"desktop.ini","C:\Users\mylab\OneDrive\AI-OS-Project\desktop.ini","C:\Users\mylab\OneDrive\AI-OS-Project",".ini","0.32","5/2/2026 6:24:32 PM","5/2/2026 8:46:33 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AGENTS.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\AGENTS.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS",".md","2.49","5/4/2026 11:27:47 AM","5/4/2026 2:12:53 PM","AI_OS; AI-OS; AGENTS.md","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"SYSTEM_LEVEL_AI_WIZARDS.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\architecture\SYSTEM_LEVEL_AI_WIZARDS.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\architecture",".md","0.92","5/3/2026 5:51:43 PM","5/3/2026 5:51:43 PM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"00_AI_OS_DAILY_CONTEXT_PROMPT.txt","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\DAILY_CONTEXT_PACK\00_AI_OS_DAILY_CONTEXT_PROMPT.txt","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\DAILY_CONTEXT_PACK",".txt","1.83","5/3/2026 6:56:29 PM","5/3/2026 7:01:37 PM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"README_DAILY_CONTEXT_PACK_USE_CASE.txt","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\DAILY_CONTEXT_PACK\README_DAILY_CONTEXT_PACK_USE_CASE.txt","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\DAILY_CONTEXT_PACK",".txt","1.48","5/3/2026 9:06:09 PM","5/3/2026 9:06:52 PM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"CHECKPOINT_AND_STAGE_COMPLETION_RULES.txt","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\policies\CHECKPOINT_AND_STAGE_COMPLETION_RULES.txt","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\policies",".txt","3.8","5/3/2026 6:44:29 PM","5/3/2026 6:45:30 PM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"DATA_INTEGRITY_AND_CORRUPTION_PREVENTION_RULES.txt","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\policies\DATA_INTEGRITY_AND_CORRUPTION_PREVENTION_RULES.txt","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\policies",".txt","0.77","5/3/2026 6:30:12 PM","5/3/2026 6:36:16 PM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"HALLUCINATION_PREVENTION_RULES.txt","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\policies\HALLUCINATION_PREVENTION_RULES.txt","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\policies",".txt","0.64","5/3/2026 5:37:28 PM","5/3/2026 5:55:10 PM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"CREATE_INCIDENT_REPORT_PROMPT.txt","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\prompts\CREATE_INCIDENT_REPORT_PROMPT.txt","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\prompts",".txt","1.38","5/3/2026 6:38:21 PM","5/3/2026 6:38:46 PM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"00_START_HERE_AI_OS_CONTEXT_PACK.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards\00_START_HERE_AI_OS_CONTEXT_PACK.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards",".md","0","5/4/2026 11:24:54 AM","5/4/2026 11:24:54 AM","AI_OS; AI-OS; system_wizards","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"01_CURRENT_STATE.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards\01_CURRENT_STATE.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards",".md","0","5/4/2026 11:24:54 AM","5/4/2026 11:25:17 AM","AI_OS; AI-OS; system_wizards","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"02_CHECKPOINT.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards\02_CHECKPOINT.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards",".md","0","5/4/2026 11:24:54 AM","5/4/2026 11:25:34 AM","AI_OS; AI-OS; system_wizards","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"03_ARCHITECTURE_LOCK.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards\03_ARCHITECTURE_LOCK.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards",".md","0","5/4/2026 11:24:54 AM","5/4/2026 11:25:49 AM","AI_OS; AI-OS; system_wizards","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"04_AGENT_ROLES.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards\04_AGENT_ROLES.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards",".md","0","5/4/2026 11:24:54 AM","5/4/2026 11:26:02 AM","AI_OS; AI-OS; system_wizards","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"05_RULES_AND_GUARDRAILS.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards\05_RULES_AND_GUARDRAILS.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards",".md","0","5/4/2026 11:24:54 AM","5/4/2026 11:26:20 AM","AI_OS; AI-OS; system_wizards","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"06_PROJECT_PATHS.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards\06_PROJECT_PATHS.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards",".md","0","5/4/2026 11:24:54 AM","5/4/2026 11:26:40 AM","AI_OS; AI-OS; system_wizards","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"07_DAILY_REPORT_PROMPT.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards\07_DAILY_REPORT_PROMPT.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards",".md","0","5/4/2026 11:24:54 AM","5/4/2026 11:26:50 AM","AI_OS; AI-OS; system_wizards; DAILY_REPORT","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AGENTS.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards\AGENTS.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards",".md","0","5/4/2026 12:05:30 PM","5/4/2026 11:27:03 AM","AI_OS; AI-OS; system_wizards; AGENTS.md","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AI_OS_FOLDER_NOTE_AUTOMATION_SPEC.txt","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards\AI_OS_FOLDER_NOTE_AUTOMATION_SPEC.txt","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI_OS\system_wizards",".txt","7.16","5/3/2026 7:11:19 PM","5/3/2026 7:14:24 PM","AI_OS; AI-OS; system_wizards","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"ai_OS_structure.csv","C:\Users\mylab\OneDrive\AI-OS-Project\docs\ai_OS_structure.csv","C:\Users\mylab\OneDrive\AI-OS-Project\docs",".csv","1109.27","5/2/2026 7:58:41 AM","5/2/2026 7:58:42 AM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AI-OS_MASTER_GUIDELINES.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI-OS_MASTER_GUIDELINES.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs",".md","15.31","5/2/2026 7:21:51 AM","5/2/2026 7:03:10 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AI-OS_PROJECT_PARAMETERS.csv","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AI-OS_PROJECT_PARAMETERS.csv","C:\Users\mylab\OneDrive\AI-OS-Project\docs",".csv","3.75","5/2/2026 8:10:01 AM","5/2/2026 8:10:02 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AlgoTradez_AI-OS_Roadmap.csv","C:\Users\mylab\OneDrive\AI-OS-Project\docs\AlgoTradez_AI-OS_Roadmap.csv","C:\Users\mylab\OneDrive\AI-OS-Project\docs",".csv","5.64","4/27/2026 4:30:08 PM","4/27/2026 4:30:08 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"desktop.ini","C:\Users\mylab\OneDrive\AI-OS-Project\docs\desktop.ini","C:\Users\mylab\OneDrive\AI-OS-Project\docs",".ini","0.19","5/2/2026 6:35:26 PM","5/2/2026 6:35:48 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"SITREP_AI_OS_Consolidation_2026-05-02.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\SITREP_AI_OS_Consolidation_2026-05-02.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs",".md","6.04","5/2/2026 5:03:33 PM","5/2/2026 8:57:33 AM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"White_Paper.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs\White_Paper.md","C:\Users\mylab\OneDrive\AI-OS-Project\docs",".md","22.15","5/2/2026 7:21:51 AM","5/2/2026 5:06:50 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"files.zip","C:\Users\mylab\OneDrive\AI-OS-Project\files.zip","C:\Users\mylab\OneDrive\AI-OS-Project",".zip","5.28","5/2/2026 9:01:45 AM","5/2/2026 9:01:45 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"DASHBOARD_FIXES.md","C:\Users\mylab\OneDrive\AI-OS-Project\fixes_changes\DASHBOARD_FIXES.md","C:\Users\mylab\OneDrive\AI-OS-Project\fixes_changes",".md","15.36","5/2/2026 8:12:41 AM","5/2/2026 8:10:15 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"May 3, 2026 0545.txt","C:\Users\mylab\OneDrive\AI-OS-Project\fixes_changes\May 3, 2026 0545.txt","C:\Users\mylab\OneDrive\AI-OS-Project\fixes_changes",".txt","0.08","5/3/2026 9:13:47 AM","5/3/2026 5:46:04 AM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"aios_circle_512.png","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\aios_circle_512.png","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons",".png","101.8","5/1/2026 3:11:21 PM","5/1/2026 3:11:21 PM","AIOS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"aios_node_logo_v2.svg","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\aios_node_logo_v2.svg","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons",".svg","17.5","5/1/2026 1:58:45 PM","5/1/2026 1:58:45 PM","AIOS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"aios_square_vs_circle.svg","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\aios_square_vs_circle.svg","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons",".svg","49.41","5/1/2026 3:04:38 PM","5/1/2026 3:04:39 PM","AIOS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"files.zip","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files.zip","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons",".zip","210.23","5/1/2026 3:11:16 PM","5/1/2026 3:11:16 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"aios_circle_512.png","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files\aios_circle_512.png","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files",".png","101.8","5/1/2026 7:11:06 PM","5/1/2026 3:22:13 PM","AIOS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"aios_logo_512.png","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files\aios_logo_512.png","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files",".png","84.01","5/1/2026 7:11:06 PM","5/1/2026 3:22:13 PM","AIOS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"apple-touch-icon.png","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files\apple-touch-icon.png","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files",".png","23.66","5/1/2026 7:11:06 PM","5/1/2026 3:22:13 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"favicon.ico","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files\favicon.ico","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\files",".ico","0.54","5/1/2026 7:11:06 PM","5/1/2026 3:22:13 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"index.html","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons\index.html","C:\Users\mylab\OneDrive\AI-OS-Project\logo.icons",".html","10.63","4/28/2026 12:36:54 PM","4/28/2026 12:37:10 PM","AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
"AI_OS_CHECKPOINT_2026-05-04_CLEAN_REPO_RECOVERY.md","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily\AI_OS_CHECKPOINT_2026-05-04_CLEAN_REPO_RECOVERY.md","C:\Users\mylab\OneDrive\AI-OS-Project\Reports\daily",".md","0.72","5/4/2026 1:15:42 PM","5/4/2026 1:16:23 PM","AI_OS; AI-OS","REVIEW_ONLY","NO_MOVE_NO_DELETE_NO_EDIT"
